"","SAP_FLOW","dates","heure_solaire","PPFD_IN_1h","TS","WD_2h","CO2","FC_1h","H2O_3h","SB","SH_3h","SLE_3h","ZL_3h","VPD"
"1",2.45752482611111,2010-04-28 11:00:00,2017-10-23 10:00:00,1335.29,10.19,15.72,401.57,-1.98,8.74,17.63,25.82,-21.43,-1.41,1.43924716328641
"2",2.52435388133333,2010-04-28 11:30:00,2017-10-23 10:30:00,1403.67,10.34,336.53,401.19,-2.61,9.21,19.2,7.3,187.06,-0.79,1.5088305476382
"3",2.55062552522222,2010-04-28 12:00:00,2017-10-23 11:00:00,1436.48,10.45,337.02,400.86,-3.67,9.36,18.29,12.29,-14.6,-1.09,1.55621397530553
"4",2.69612483066667,2010-04-28 12:30:00,2017-10-23 11:30:00,1454.57,10.54,336.96,400.11,-1.72,9.44,16.78,6.78,117.37,-0.76,1.58742669133727
"5",2.80292730088889,2010-04-28 13:00:00,2017-10-23 12:00:00,1454.24,10.64,330.89,399.34,-5.08,9.06,16.13,1.58,NA,-0.54,1.63200999950022
"6",2.78373395322222,2010-04-28 13:30:00,2017-10-23 12:30:00,1431.8,10.73,340.96,398.84,-2.37,8.55,13.96,5.84,NA,-0.85,1.70360476914989
"7",2.81070374533333,2010-04-28 14:00:00,2017-10-23 13:00:00,1385.25,10.81,8.09,398.35,-0.83,8.47,11.7,8.58,49.82,-0.65,1.75889102367953
"8",2.89541885922222,2010-04-28 14:30:00,2017-10-23 13:30:00,1320.2,10.87,340.88,398.11,-2.47,8.46,9.22,5.94,49.99,-0.31,1.80523309437581
"9",2.87260084177778,2010-04-28 15:00:00,2017-10-23 14:00:00,1232.53,10.95,334.34,398.28,-1.22,8.59,8.86,6.12,-16.4,-0.4,1.87269901071164
"10",2.73403778288889,2010-04-28 15:30:00,2017-10-23 14:30:00,1114.34,11.03,337.66,398.38,-2.09,8.71,7.81,4.72,82.31,-0.36,1.89791312371401
"11",2.65700235166667,2010-04-28 16:00:00,2017-10-23 15:00:00,1011.25,11.1,331.49,398.37,-1.08,8.69,5.78,4.56,-17,-0.33,1.88190325611731
"12",2.56289831277778,2010-04-28 16:30:00,2017-10-23 15:30:00,879.62,11.16,342.36,398.38,-2.3,8.52,3.88,5.71,-86.36,-0.31,1.87558435470063
"13",2.39384926433333,2010-04-28 17:00:00,2017-10-23 16:00:00,742.94,11.22,348.91,399.1,-1.27,8.35,2.73,4.26,-145.03,-0.28,1.87353679037797
"14",2.10995816866667,2010-04-28 17:30:00,2017-10-23 16:30:00,602.23,11.26,347.66,398.98,-1.63,8.1,1.17,2.44,-108.55,-0.33,1.78623370396567
"15",1.90028219966667,2010-04-28 18:00:00,2017-10-23 17:00:00,394.59,11.29,338.95,400.14,0.02,7.82,0.19,3.97,-71.55,-0.34,1.70710236212007
"16",1.53922483888889,2010-04-28 18:30:00,2017-10-23 17:30:00,257.67,11.31,351.2,402.51,-1.49,7.76,-0.75,2.09,38.72,-0.44,1.51708319041013
"17",1.18734619866667,2010-04-28 19:00:00,2017-10-23 18:00:00,125.66,11.3,358.86,405.35,0.1,7.76,-2.26,-1.44,22.32,-0.37,1.441142190057
"18",0.965002273333333,2010-04-28 19:30:00,2017-10-23 18:30:00,38.1,11.28,12.7,413.73,0.33,7.72,-3.2,-0.92,-95.61,-0.27,1.16680005082545
"19",0.807296499111111,2010-04-28 20:00:00,2017-10-23 19:00:00,5.25,11.26,10.47,422.92,0.08,7.58,-3.75,-1.41,27.12,-0.21,0.929805564415393
"20",0.642897578333333,2010-04-28 20:30:00,2017-10-23 19:30:00,0.15,11.23,22.04,424.21,8.12,7.76,-4.43,-6.75,72.61,-0.14,0.865730526156905
"21",0.510864316777778,2010-04-28 21:00:00,2017-10-23 20:00:00,0.05,11.19,80.12,421.97,12.87,7.74,-5.1,-7.86,-16.57,-0.14,0.786884893952467
"22",0.378788617111111,2010-04-28 21:30:00,2017-10-23 20:30:00,0.02,11.15,114.91,427.06,9.62,8,-5.17,-17.03,194.62,0.82,0.694460856612929
"23",0.2570168057,2010-04-28 22:00:00,2017-10-23 21:00:00,0.03,11.09,116.69,428.81,5.54,7.67,-5.92,-11.46,-130.13,0.56,0.615057263089816
"24",0.165579532,2010-04-28 22:30:00,2017-10-23 21:30:00,0.05,11.04,113.38,430.77,8.06,8.04,-6.06,-25.17,NA,0.9,0.573348316794984
"25",0.1201451272,2010-04-28 23:00:00,2017-10-23 22:00:00,0.02,10.98,139.59,431.29,5.93,8.28,-6.89,-25.96,-32.68,3.58,0.542137226471415
"26",0.0932567348,2010-04-28 23:30:00,2017-10-23 22:30:00,0.02,10.93,130.22,424.94,2.45,8.01,-7.03,-12.51,-146.9,0.7,0.585837281750828
"27",0.0699298924,2010-04-29 00:00:00,2017-10-23 23:00:00,0.01,10.88,130.01,426.74,5.53,8.2,-7.33,-9.39,110.4,1.1,0.557533192241963
"28",0.1251242235,2010-04-29 00:30:00,2017-10-23 23:30:00,0.02,10.82,121.26,426.41,0.01,8.34,-7.89,-12.32,60.33,1.05,0.565065557443054
"29",0.0954912357,2010-04-29 01:00:00,2017-10-23 00:00:00,0.02,10.76,127.64,431.72,0.63,8.36,-8.15,-12.03,-57.52,2.02,0.496565028818231
"30",0.0738480307,2010-04-29 01:30:00,2017-10-23 00:30:00,0,10.71,141.01,433.59,0.93,8.41,-8.2,-6.77,-2.21,1.56,0.401055326195287
"31",0.0556786044,2010-04-29 02:00:00,2017-10-23 01:00:00,0.02,10.66,146.84,428.9,2.21,8.44,-8.35,-5.19,-16.81,2.67,0.41501963425947
"32",0.0428669761,2010-04-29 02:30:00,2017-10-23 01:30:00,0,10.6,139.05,437.18,-1.47,8.34,-8.46,5.8,22.21,-2.01,0.321668219157464
"33",0.0279657832,2010-04-29 03:00:00,2017-10-23 02:00:00,0.05,10.55,130.84,429.55,0.05,8.4,-7.59,-4.64,-5.57,0.69,0.378821569604299
"34",0.0228729512,2010-04-29 03:30:00,2017-10-23 02:30:00,0.04,10.5,138.42,424.1,9.68,8.42,-6.6,1.42,17.53,2.52,0.50948688559555
"35",0.0191560758,2010-04-29 04:00:00,2017-10-23 03:00:00,0,10.45,164.97,430.36,6.29,8.59,-5.02,-10.25,19.72,4.24,0.382694806878085
"36",0.0179249918,2010-04-29 04:30:00,2017-10-23 03:30:00,-0.01,10.39,148.53,427.95,8.2,8.71,-2.94,-15.82,32.21,-7,0.324693364901272
"37",0.0199909217,2010-04-29 05:00:00,2017-10-23 04:00:00,0.28,10.35,149.78,427.67,0.32,8.69,0.58,2.53,39.92,0.78,0.388939994005468
"38",0.0214682836,2010-04-29 05:30:00,2017-10-23 04:30:00,9.37,10.3,153.2,431.06,0.44,8.85,2.47,-17.3,-3.04,4.95,0.416676058733487
"39",0.0265136367,2010-04-29 06:00:00,2017-10-23 05:00:00,50.66,10.26,153.28,418.6,-0.05,8.57,6.32,8.82,-66.37,5.43,0.549645482983725
"40",0.1510933302,2010-04-29 06:30:00,2017-10-23 05:30:00,131.66,10.21,187.21,410.88,0.8,8.37,9.74,19.56,74.74,2.27,0.922962319014465
"41",0.7283374448,2010-04-29 07:00:00,2017-10-23 06:00:00,276.69,10.18,158.82,409.02,1.3,8.54,14.46,-21.49,-90.2,0.3,1.07242348541082
"42",1.0465216984,2010-04-29 07:30:00,2017-10-23 06:30:00,498.14,10.17,138.27,407.38,-1.13,8.5,16.46,-12.4,-27.65,-13.83,1.1587203209565
"43",1.5935174765,2010-04-29 08:00:00,2017-10-23 07:00:00,540.61,10.18,174.73,405.4,-6.03,8.43,17.25,11.98,9.12,0.67,1.29974752582962
"44",2.2199777676,2010-04-29 08:30:00,2017-10-23 07:30:00,822.43,10.22,198.41,404.16,-6.41,8.65,18.06,8.74,108.79,0.9,1.42693088229571
"45",2.7006158887,2010-04-29 09:00:00,2017-10-23 08:00:00,933.23,10.27,217.12,404.25,-6.57,8.82,16.31,29.29,50.73,2.76,1.49144165965057
"46",3.1186552763,2010-04-29 09:30:00,2017-10-23 08:30:00,1068.66,10.35,219.46,404.25,-6.18,8.87,18.23,53.68,NA,0.16,1.58137560578743
"47",3.4846498107,2010-04-29 10:00:00,2017-10-23 09:00:00,1156.39,10.45,208.7,403.4,-7.74,9.43,19.68,24.78,NA,0,1.69036284960008
"48",3.7757891591,2010-04-29 10:30:00,2017-10-23 09:30:00,1265.63,10.55,226.58,401.82,-4.19,9.8,18.62,14.35,45.86,-0.07,1.79746622376399
"49",4.0025429511,2010-04-29 11:00:00,2017-10-23 10:00:00,1377.71,10.68,216.04,400.12,-4.92,9.84,18.14,15.79,-3.04,-0.06,1.80614371795722
"50",4.1842454886,2010-04-29 11:30:00,2017-10-23 10:30:00,1323.08,10.81,220.75,399.08,-7.12,9.94,20.24,13.72,66.97,-0.14,1.87662061174709
"51",4.2931682367,2010-04-29 12:00:00,2017-10-23 11:00:00,1445.14,10.93,241.76,398.2,-6.22,9.9,19.78,6.17,-43.08,-0.18,1.93418201821033
"52",4.3309874517,2010-04-29 12:30:00,2017-10-23 11:30:00,1353.02,11.03,245.14,397.71,-5.29,9.97,18.57,9.37,60.95,-0.2,2.03155678567689
"53",4.2613121482,2010-04-29 13:00:00,2017-10-23 12:00:00,1387.86,11.13,260.36,397.67,-4.76,10.17,17.32,11.46,83.92,-0.22,2.06674876789205
"54",4.1830203462,2010-04-29 13:30:00,2017-10-23 12:30:00,1305.32,11.23,262.45,397.38,-4.74,10.1,15.72,8.25,9.74,-0.15,2.08352721621413
"55",4.1608589592,2010-04-29 14:00:00,2017-10-23 13:00:00,1139.93,11.32,257.13,397.69,-6.11,10.56,13.81,5.29,NA,-0.22,2.12547352932336
"56",4.0627009086,2010-04-29 14:30:00,2017-10-23 13:30:00,1094.8,11.39,255.41,397.33,-7.44,10.27,11.62,3.09,NA,-0.25,2.16917606526143
"57",3.964373421,2010-04-29 15:00:00,2017-10-23 14:00:00,1018.74,11.47,253.46,397.06,-4.69,10,10.5,3.41,-31.7,-0.22,2.2247455961394
"58",3.7632120814,2010-04-29 15:30:00,2017-10-23 14:30:00,1024.27,11.55,255.58,396.29,-7.15,10,9.1,8.44,28.27,-0.18,2.22170652013162
"59",3.5415962629,2010-04-29 16:00:00,2017-10-23 15:00:00,871.2,11.62,253.76,394.43,-4.37,9.89,7.14,2.47,-35.13,-0.16,2.17994374816953
"60",3.3456292829,2010-04-29 16:30:00,2017-10-23 15:30:00,669.13,11.67,251.69,392.85,-4.49,10.08,5.16,2.82,-54.16,-0.14,2.20255546926244
"61",3.0931541984,2010-04-29 17:00:00,2017-10-23 16:00:00,513.93,11.72,252.61,392.12,-5.46,9.94,4.11,2.7,96.05,-0.16,2.12323291357179
"62",2.579167921,2010-04-29 17:30:00,2017-10-23 16:30:00,487.33,11.76,247.25,393.19,-4.49,9.47,2.92,0.38,NA,-0.11,1.99823071579417
"63",2.1799176457,2010-04-29 18:00:00,2017-10-23 17:00:00,303.62,11.78,244.68,393.77,-2.15,9.01,1.49,1.3,-185.59,-0.08,1.88132442257399
"64",1.8156837732,2010-04-29 18:30:00,2017-10-23 17:30:00,194.84,11.79,253.75,399.6,-0.49,9.1,0.43,0.31,130.21,-0.11,1.84304047452538
"65",1.471083561,2010-04-29 19:00:00,2017-10-23 18:00:00,106.03,11.8,253.44,402.88,0.71,9.22,-0.3,-2.39,21.56,-0.07,1.71884121930556
"66",1.227363837,2010-04-29 19:30:00,2017-10-23 18:30:00,36.9,11.79,235.39,403.71,5.35,8.95,-1.5,0.19,-70.73,-0.05,1.70293151910899
"67",1.0850214928,2010-04-29 20:00:00,2017-10-23 19:00:00,4.26,11.77,218.84,403.39,3.87,9.31,-2.26,-3.96,NA,-0.01,1.68199913751586
"68",0.9986398648,2010-04-29 20:30:00,2017-10-23 19:30:00,0.11,11.75,215.85,403.46,5.39,9.38,-2.64,-9.52,187.23,0.41,1.68041358792508
"69",0.9562566196,2010-04-29 21:00:00,2017-10-23 20:00:00,0.02,11.73,207.28,404.31,5.47,9.28,-3.06,-11.15,58.59,0.45,1.64982252359746
"70",0.985912256,2010-04-29 21:30:00,2017-10-23 20:30:00,0.02,11.71,202.65,404.94,6.26,8.74,-3.37,-7.96,NA,0.32,1.65354849413911
"71",1.1019343498,2010-04-29 22:00:00,2017-10-23 21:00:00,0.02,11.69,193.53,404.65,4.67,8.63,-3.52,-12.85,NA,0.59,1.69797037615127
"72",1.185414341,2010-04-29 22:30:00,2017-10-23 21:30:00,0.01,11.66,199.2,405.8,7.73,8.66,-3.96,-1.62,0.42,0.15,1.66500886747377
"73",1.1540700532,2010-04-29 23:00:00,2017-10-23 22:00:00,0,11.65,202.66,407.91,8.6,8.66,-3.75,-2.13,-22.71,0.18,1.51317761310882
"74",1.0123438508,2010-04-29 23:30:00,2017-10-23 22:30:00,0.02,11.63,215.55,409.11,6.51,8.57,-4.44,-1.26,-58.91,0.16,1.29387020613569
"75",0.844953218,2010-04-30 00:00:00,2017-10-23 23:00:00,0,11.62,215.45,410.25,8.42,8.47,-4.42,-3.97,-65.96,0.09,1.10092642377158
"76",0.5969609088,2010-04-30 00:30:00,2017-10-23 23:30:00,0.05,11.61,216.52,411.22,5.48,8.39,-4.53,-0.54,3.03,0.06,1.0194744990146
"77",0.5421388766,2010-04-30 01:00:00,2017-10-23 00:00:00,0,11.6,222.72,411.3,6.56,8.39,-4.64,4.21,-48.81,0.03,0.965929389844511
"78",0.4964577214,2010-04-30 01:30:00,2017-10-23 00:30:00,-0.01,11.58,224.35,412.54,7.48,8.52,-5.07,-2.31,32.54,0.02,0.922232645018914
"79",0.4536537621,2010-04-30 02:00:00,2017-10-23 01:00:00,0.04,11.57,214.98,413.79,8.59,9.18,-4.91,-7.63,NA,0.03,0.85988023264708
"80",0.4072131128,2010-04-30 02:30:00,2017-10-23 01:30:00,0.01,11.55,220.36,415.05,4.83,10.21,-5.01,-10.55,NA,0.04,0.792405231656657
"81",0.3615225302,2010-04-30 03:00:00,2017-10-23 02:00:00,0.01,11.54,227.89,416.98,5.45,10.8,-4.08,-13.69,NA,0.06,0.746790904227224
"82",0.3325390451,2010-04-30 03:30:00,2017-10-23 02:30:00,0.03,11.51,220.6,416.78,5.35,10.98,-3.64,-7,22.11,0.03,0.709976918278761
"83",0.3123632178,2010-04-30 04:00:00,2017-10-23 03:00:00,0.03,11.5,230.1,418.6,5.52,11.22,-1.46,-3.34,125.46,0.02,0.662144464897884
"84",0.2813100072,2010-04-30 04:30:00,2017-10-23 03:30:00,0.05,11.47,229.27,420.74,3.96,11.23,0.44,-4.88,-38.08,0.02,0.629242237849009
"85",0.2608013331,2010-04-30 05:00:00,2017-10-23 04:00:00,0.15,11.46,231.15,420.3,6.25,11.27,3.96,-7.14,55.47,0.03,0.607222651222135
"86",0.2928071103,2010-04-30 05:30:00,2017-10-23 04:30:00,6.45,11.44,232.72,418.87,7.61,11.42,6.11,-6.61,54.18,0.04,0.596404723587801
"87",0.5033171879,2010-04-30 06:00:00,2017-10-23 05:00:00,31.18,11.42,225.62,415.39,2.72,11.57,8.79,-3.98,44.39,0.03,0.609178925277152
"88",1.0457286436,2010-04-30 06:30:00,2017-10-23 05:30:00,110.86,11.4,227.66,409.88,2.86,11.71,11.7,-3.04,74.47,0.02,0.652673550935924
"89",1.6393541223,2010-04-30 07:00:00,2017-10-23 06:00:00,126.35,11.38,233.89,408.48,-4.6,11.74,14.47,-5.98,14.86,0.04,0.664134505511024
"90",1.8199434044,2010-04-30 07:30:00,2017-10-23 06:30:00,262.1,11.37,231.14,407.84,-1.24,11.8,15.4,-3.67,47.4,0.05,0.659445946132452
"91",2.0711541638,2010-04-30 08:00:00,2017-10-23 07:00:00,318.55,11.37,231.37,405.45,-6.68,11.66,16.99,-4.75,-52.25,0.05,0.686909290058253
"92",2.2706194269,2010-04-30 08:30:00,2017-10-23 07:30:00,427.85,11.37,241.98,402.94,-7.6,11.67,16.64,-1.47,16.5,0.03,0.67928174918817
"93",2.1565793245,2010-04-30 09:00:00,2017-10-23 08:00:00,564.77,11.38,243.31,403.83,-7.8,11.56,15.94,0.66,-60.95,0.02,0.621932705727953
"94",1.8731622809,2010-04-30 09:30:00,2017-10-23 08:30:00,383.85,11.38,245.65,404.03,-9.32,11.16,16.81,0.74,NA,0,0.532238559043332
"95",1.3709916961,2010-04-30 10:00:00,2017-10-23 09:00:00,279.85,11.38,245.85,402,-5.01,11.19,17.07,1.66,44.93,-0.01,0.385207347935534
"96",1.1019438099,2010-04-30 10:30:00,2017-10-23 09:30:00,260.26,11.38,250.4,400.37,-5.55,11.3,16.28,0.98,67.01,-0.03,0.362101700023924
"97",1.7841531028,2010-04-30 11:00:00,2017-10-23 10:00:00,504.16,11.38,249.52,401.47,-6.07,10.96,15.75,-0.55,-149.95,-0.03,0.465348028346505
"98",2.6490491221,2010-04-30 11:30:00,2017-10-23 10:30:00,725.06,11.39,251.01,401.12,-11.92,11.03,18.54,-0.37,30.17,-0.03,0.534808043814838
"99",2.3782846752,2010-04-30 12:00:00,2017-10-23 11:00:00,807.51,11.41,249.02,403.76,-12.64,11.15,18.04,-6.42,8.6,-0.01,0.495187556772179
"100",1.9171557873,2010-04-30 12:30:00,2017-10-23 11:30:00,485.29,11.42,237.36,403.38,-16.13,11.61,17.25,-6.89,NA,0.02,0.446811936370263
"101",1.6038940248,2010-04-30 13:00:00,2017-10-23 12:00:00,375.61,11.42,228.48,404.81,-9.39,12.53,15.73,-9.24,NA,0,0.432014426084563
"102",1.5861891228,2010-04-30 13:30:00,2017-10-23 12:30:00,320.56,11.42,231.32,405.9,-8.41,12.95,14.41,3.39,-19.91,-0.06,0.399264805658867
"103",1.5888795412,2010-04-30 14:00:00,2017-10-23 13:00:00,271.23,11.41,227.42,404.84,-8.62,12.36,12.65,7.2,NA,-0.06,0.404682048893495
"104",1.5478177413,2010-04-30 14:30:00,2017-10-23 13:30:00,281.76,11.4,215.84,404.02,-7.37,11.79,11.21,2.01,NA,-0.03,0.340331906926193
"105",0.9279634614,2010-04-30 15:00:00,2017-10-23 14:00:00,250,11.39,214.43,404.3,-7.83,11.98,9.91,-3,75.06,-0.03,0.177721778545044
"106",0.4882993071,2010-04-30 15:30:00,2017-10-23 14:30:00,190.16,11.38,215.57,403.36,-5.51,12.02,8.24,-6.79,37.41,-0.01,0.156136741576516
"107",0.3365855204,2010-04-30 16:00:00,2017-10-23 15:00:00,199.82,11.36,215.7,401.8,-5.7,11.82,6.33,-5.11,-81.64,-0.01,0.185747771037437
"108",0.2586831548,2010-04-30 16:30:00,2017-10-23 15:30:00,324.76,11.35,217.92,402.37,-7.13,12.12,5.44,-0.85,58.4,-0.03,0.198429099339034
"109",0.1966602028,2010-04-30 17:00:00,2017-10-23 16:00:00,281.24,11.34,204.17,403.53,-7.47,11.91,4.43,-1.78,-76.19,-0.02,0.189527289435911
"110",0.1561193854,2010-04-30 17:30:00,2017-10-23 16:30:00,160.15,11.32,211.06,403.74,-4.59,11.87,3.03,-10.84,92.42,0.02,0.187791370639657
"111",0.1239605188,2010-04-30 18:00:00,2017-10-23 17:00:00,131.1,11.3,201.79,405.37,-2.41,12.61,2.17,-15.07,NA,0.03,0.175055031964051
"112",0.0760262575,2010-04-30 18:30:00,2017-10-23 17:30:00,134,11.28,207.73,407.2,-3.51,12.52,1.32,-3.78,-14.21,0,0.162495757590127
"113",0.0488050699,2010-04-30 19:00:00,2017-10-23 18:00:00,53.55,11.25,189.72,409.02,-0.93,12.23,0.19,1.94,-125.51,0.03,0.159928993669556
"114",0.0403166942,2010-04-30 19:30:00,2017-10-23 18:30:00,28.11,11.23,203.57,409.19,1.22,12.07,-0.32,-1.49,-45.57,0.05,0.174458818962349
"115",0.0248606377,2010-04-30 20:00:00,2017-10-23 19:00:00,3.22,11.2,210.08,409.92,5.23,12.17,-1.17,-0.35,57.6,0.07,0.17522489089169
"116",0.0194058065,2010-04-30 20:30:00,2017-10-23 19:30:00,0.12,11.17,207.05,409.97,3.13,12.2,-1.44,0.29,-27.15,0.06,0.186261446717197
"117",0.0158779302,2010-04-30 21:00:00,2017-10-23 20:00:00,0.05,11.15,213.55,410.87,1.58,12.27,-1.69,-1.72,22.12,0.14,0.185014387518623
"118",0.008674954,2010-04-30 21:30:00,2017-10-23 20:30:00,0.03,11.12,214.51,410.38,2.97,12.26,-2.42,-2.5,-16.58,0.12,0.189566260847586
"119",0.0101501754,2010-04-30 22:00:00,2017-10-23 21:00:00,0.02,11.09,208.52,410.75,1.22,12.12,-2.63,-2.37,-60.63,0.12,0.174766947225284
"120",0.0179745794,2010-04-30 22:30:00,2017-10-23 21:30:00,-0.01,11.05,198.51,411.85,0.51,11.81,-3.3,-2.33,-127.2,0.12,0.182273588276802
"121",0.0270294939,2010-04-30 23:00:00,2017-10-23 22:00:00,0,11.02,209.67,413.39,1.46,11.65,-3.4,-2.83,-59.56,0.16,0.194540446204254
"122",0.0355928706,2010-04-30 23:30:00,2017-10-23 22:30:00,-0.02,10.98,207.84,413.89,2.19,11.44,-4.01,-1.52,-84.71,0.16,0.188684918528878
"123",0.0433458516,2010-05-01 00:00:00,2017-10-23 23:00:00,0.04,10.94,190.14,414.39,2.93,11.27,-4.34,-3.29,-117.34,0.42,0.16660149581497
"124",0.0475387569,2010-05-01 00:30:00,2017-10-23 23:30:00,0.01,10.91,184.07,417.58,3.35,11.12,-4.26,-1.79,-137.14,1.27,0.153515213969858
"125",0.0516434624,2010-05-01 01:00:00,2017-10-23 00:00:00,0.01,10.87,189.82,417.24,3.03,11.05,-4.7,-4.57,-2.42,0.63,0.152693962154007
"126",0.054701333,2010-05-01 01:30:00,2017-10-23 00:30:00,0,10.84,195.77,416.55,5.51,10.9,-4.55,-1.32,-47.06,0.45,0.150018126075377
"127",0.054701333,2010-05-01 02:00:00,2017-10-23 01:00:00,0.03,10.8,186.98,417.09,4.56,10.76,-4.93,-0.22,-43.04,0.27,0.151199789008895
"128",0.0516463031,2010-05-01 02:30:00,2017-10-23 01:30:00,0.01,10.77,172.53,417.68,2.36,10.72,-4.34,-2.39,-46.51,0.28,0.149472853994595
"129",0.0358800241,2010-05-01 03:00:00,2017-10-23 02:00:00,0.01,10.74,175.17,418.57,2.68,10.83,-3.69,-3.04,-6.18,0.3,0.148540857804527
"130",0.0339282975,2010-05-01 03:30:00,2017-10-23 02:30:00,0,10.71,184.41,418.03,2.14,10.78,-2.41,-3.85,-14.24,0.3,0.147425578233527
"131",0.0338122417,2010-05-01 04:00:00,2017-10-23 03:00:00,0.02,10.69,179.82,417.53,2.27,10.87,0.01,1.59,74,0.16,0.162698531509937
"132",0.0344221998,2010-05-01 04:30:00,2017-10-23 03:30:00,0.01,10.67,191.86,415.81,2.24,11.07,2.58,2.94,56.02,0.22,0.161420578329858
"133",0.0292664638,2010-05-01 05:00:00,2017-10-23 04:00:00,0.27,10.65,212.82,415.75,2.24,11.14,5.1,1.34,21.82,0.23,0.152759505645077
"134",0.0271379008,2010-05-01 05:30:00,2017-10-23 04:30:00,9.45,10.63,195.81,414.58,1.81,11.29,7.53,2.01,23.93,0.39,0.161881279456048
"135",0.0214925339,2010-05-01 06:00:00,2017-10-23 05:00:00,38.41,10.61,197.01,415.54,0.61,11.42,9.77,2.27,120.45,0.29,0.170613618140526
"136",0.0187952919,2010-05-01 06:30:00,2017-10-23 05:30:00,93.68,10.6,193.79,415.9,-0.94,11.47,12.61,0.51,34.12,0.25,0.171821914030167
"137",0.023595972,2010-05-01 07:00:00,2017-10-23 06:00:00,77.57,10.59,209.37,417.48,0.45,11.45,14.73,2.96,18.85,0.17,0.168067756648708
"138",0.0485322969,2010-05-01 07:30:00,2017-10-23 06:30:00,75.52,10.58,200.4,416.73,-0.41,11.46,15.76,-0.28,-16.84,0.28,0.175268380247684
"139",0.1065288812,2010-05-01 08:00:00,2017-10-23 07:00:00,139.66,10.58,208.76,415.73,-0.32,11.49,17.12,-1.71,-5.61,0.83,0.179582630475293
"140",0.227792822,2010-05-01 08:30:00,2017-10-23 07:30:00,213.13,10.59,218.65,412.49,-2.49,11.57,18.13,3.89,127.37,0.28,0.20630403158371
"141",0.6340985671,2010-05-01 09:00:00,2017-10-23 08:00:00,182.96,10.59,239.32,410.32,-3.04,11.71,17.68,3.77,93.96,0.07,0.26898993580336
"142",1.234801098,2010-05-01 09:30:00,2017-10-23 08:30:00,359.82,10.61,244.49,408.24,-6.57,11.8,18.73,2,30.24,0.08,0.318945885728837
"143",2.0450836883,2010-05-01 10:00:00,2017-10-23 09:00:00,428.11,10.63,235.68,405.25,-8.88,11.97,18.78,1.63,82.26,0,0.374442725689244
"144",2.4218828063,2010-05-01 10:30:00,2017-10-23 09:30:00,584.94,10.65,231.06,402.26,-12.28,12.02,18.51,3.01,-4.67,-0.03,0.431418602255959
"145",3.2022451823,2010-05-01 11:00:00,2017-10-23 10:00:00,538.96,10.67,240.32,399.63,-8.37,12.01,18.5,0.67,-41.15,-0.02,0.574354016730865
"146",3.224173525,2010-05-01 11:30:00,2017-10-23 10:30:00,799.58,10.71,247.08,397.93,-13.69,11.99,19.57,4.97,-25.5,-0.07,0.592184680714978
"147",2.32981938,2010-05-01 12:00:00,2017-10-23 11:00:00,972.5,10.76,253.59,400.03,-16.15,11.66,19.46,5.79,-167.14,-0.05,0.308792521460581
"148",1.0977499759,2010-05-01 12:30:00,2017-10-23 11:30:00,614.34,10.79,245.71,396.19,-7.72,11.48,18.02,4.11,-32.09,-0.09,0.170072715596773
"149",0.787835056,2010-05-01 13:00:00,2017-10-23 12:00:00,185.99,10.8,210.98,392.95,-4.19,11.23,16.28,5.08,-73.77,-0.1,0.273254081898986
"150",0.7679083381,2010-05-01 13:30:00,2017-10-23 12:30:00,528.07,10.82,263.64,391.25,-7.76,11.06,15.51,6.93,-106.09,-0.24,0.27783243026625
"151",0.6159742187,2010-05-01 14:00:00,2017-10-23 13:00:00,550.72,10.83,283.46,391.43,-7.14,10.46,14.37,13.98,NA,-0.29,0.245992081007648
"152",0.5328770385,2010-05-01 14:30:00,2017-10-23 13:30:00,282.25,10.84,301.83,395.89,-4.01,10.3,13.06,-0.48,-41.7,-0.25,0.278348144962537
"153",0.6335540725,2010-05-01 15:00:00,2017-10-23 14:00:00,231.14,10.84,292.92,395.53,-4.26,11.42,11.38,-29.52,NA,-0.03,0.296514992907372
"154",0.7719779767,2010-05-01 15:30:00,2017-10-23 14:30:00,524.84,10.84,290.56,389.89,-13.33,12.34,10.11,-7.5,NA,0,0.294321991744859
"155",0.8478727134,2010-05-01 16:00:00,2017-10-23 15:00:00,358.11,10.84,276.92,389.48,NA,11.32,8.88,2.43,NA,-0.04,0.314478737860306
"156",1.1902485602,2010-05-01 16:30:00,2017-10-23 15:30:00,436.73,10.84,271.12,390.89,-6.46,11.18,7.95,-2.78,135.76,0.03,0.362489387643256
"157",1.3768479912,2010-05-01 17:00:00,2017-10-23 16:00:00,435.51,10.85,277.08,392.23,-10.64,11.1,7.84,-7.11,-53.87,0.09,0.352112975323086
"158",1.2350797423,2010-05-01 17:30:00,2017-10-23 16:30:00,334.81,10.85,254.93,392.86,-10.37,10.93,7.07,2.75,-117.99,-0.11,0.342484089232527
"159",0.9587827539,2010-05-01 18:00:00,2017-10-23 17:00:00,177.44,10.85,251.69,392.96,-3.46,10.71,6.72,-0.76,-163.79,-0.03,0.317473444766478
"160",0.6665759526,2010-05-01 18:30:00,2017-10-23 17:30:00,143.07,10.85,237.47,393.9,-2.58,11.04,6.46,5.97,190.96,-0.24,0.289590993320414
"161",0.4142281793,2010-05-01 19:00:00,2017-10-23 18:00:00,86.39,10.84,237.42,395.51,-1.39,11.07,6.13,4.38,-80.85,-0.06,0.24691853218199
